Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
7/9/2013,9,July,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39
7/9/2015,9,July,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39
7/9/2015,9,July,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
7/20/2013,20,July,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
7/20/2015,20,July,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
8/14/2013,14,August,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
8/14/2013,14,August,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,29,20,49
8/14/2015,14,August,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
8/14/2015,14,August,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
10/23/2013,23,October,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
10/23/2013,23,October,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147
10/23/2015,23,October,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,58,40,98
10/23/2015,23,October,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,87,60,147
10/25/2013,25,October,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,26,18,44
10/25/2015,25,October,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,23,16,39
11/6/2013,6,November,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,17,12,29
11/6/2013,6,November,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
11/6/2015,6,November,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
11/6/2015,6,November,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,61,42,103
11/17/2013,17,November,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10
11/17/2013,17,November,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,29,20,49
11/17/2015,17,November,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
11/17/2015,17,November,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
12/8/2013,8,December,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
12/8/2013,8,December,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
12/8/2015,8,December,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,41,28,69
12/8/2015,8,December,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
12/30/2013,30,December,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
12/30/2013,30,December,2013,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
12/30/2015,30,December,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88
12/30/2015,30,December,2015,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
3/16/2014,16,March,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142
3/16/2014,16,March,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,75,52,127
3/16/2016,16,March,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,78,54,132
3/16/2016,16,March,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
3/27/2014,27,March,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
3/27/2014,27,March,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
3/27/2016,27,March,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
3/27/2016,27,March,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108
5/1/2014,1,May,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
5/1/2014,1,May,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
5/1/2016,1,May,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,78,54,132
5/1/2016,1,May,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,67,46,113
5/10/2014,10,May,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
5/10/2014,10,May,2014,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
5/10/2016,10,May,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
5/10/2016,10,May,2016,30,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
8/4/2013,4,August,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
8/4/2013,4,August,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
8/4/2015,4,August,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
8/4/2015,4,August,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
9/5/2013,5,September,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
9/5/2013,5,September,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
9/5/2015,5,September,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
9/5/2015,5,September,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
9/7/2013,7,September,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
9/7/2013,7,September,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
9/7/2015,7,September,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
9/7/2015,7,September,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,49,42,91
11/27/2013,27,November,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
11/27/2013,27,November,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
11/27/2015,27,November,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
11/27/2015,27,November,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
11/28/2013,28,November,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
11/28/2013,28,November,2013,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
11/28/2015,28,November,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
11/28/2015,28,November,2015,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2/25/2014,25,February,2014,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
2/25/2014,25,February,2014,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
2/25/2016,25,February,2016,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
2/25/2016,25,February,2016,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
2/27/2014,27,February,2014,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2/27/2016,27,February,2016,29,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
10/5/2013,5,October,2013,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,66,60,126
10/5/2013,5,October,2013,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,84,76,160
10/5/2015,5,October,2015,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,57,52,109
10/5/2015,5,October,2015,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,88,80,168
11/2/2013,2,November,2013,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,57,52,109
11/2/2015,2,November,2015,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,53,48,101
6/23/2014,23,June,2014,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,88,80,168
6/23/2014,23,June,2014,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,70,64,134
6/23/2016,23,June,2016,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,84,76,160
6/23/2016,23,June,2016,33,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,57,52,109
11/14/2013,14,November,2013,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
11/14/2013,14,November,2013,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
11/14/2015,14,November,2015,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
11/14/2015,14,November,2015,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
11/21/2013,21,November,2013,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
11/21/2015,21,November,2015,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
6/1/2014,1,June,2014,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
6/1/2014,1,June,2014,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
6/1/2016,1,June,2016,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
6/1/2016,1,June,2016,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
6/19/2014,19,June,2014,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
6/19/2014,19,June,2014,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
6/19/2016,19,June,2016,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
6/19/2016,19,June,2016,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
6/26/2014,26,June,2014,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
6/26/2016,26,June,2016,51,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
7/13/2013,13,July,2013,48,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
7/13/2013,13,July,2013,48,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
7/13/2015,13,July,2015,48,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
7/13/2015,13,July,2015,48,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
8/7/2013,7,August,2013,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,48,33,81
8/7/2013,7,August,2013,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,30,3,9,131,90,221
8/7/2015,7,August,2015,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,48,33,81
8/7/2015,7,August,2015,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,29,3,9,127,87,214
2/17/2014,17,February,2014,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,79,54,133
2/17/2014,17,February,2014,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,44,30,74
2/17/2016,17,February,2016,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,79,54,133
2/17/2016,17,February,2016,39,Adults (35-64),M,Australia,South Australia,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,48,33,81
8/27/2013,27,August,2013,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,37,38,75
8/27/2015,27,August,2015,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,39,40,79
10/14/2013,14,October,2013,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,33,34,67
10/14/2013,14,October,2013,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,10,10,20
10/14/2015,14,October,2015,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,31,32,63
10/14/2015,14,October,2015,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,12,12,24
2/28/2014,28,February,2014,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,6,6,12
2/28/2014,28,February,2014,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47
2/28/2016,28,February,2016,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2/28/2016,28,February,2016,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
3/12/2014,12,March,2014,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
3/12/2014,12,March,2014,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47
3/12/2016,12,March,2016,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
3/12/2016,12,March,2016,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,18,18,36
5/26/2014,26,May,2014,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
5/26/2014,26,May,2014,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,37,38,75
5/26/2016,26,May,2016,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
5/26/2016,26,May,2016,34,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,41,42,83
1/14/2014,14,January,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,14,3,9,64,42,106
1/14/2016,14,January,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,59,39,98
2/21/2014,21,February,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,50,33,83
2/21/2016,21,February,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,46,30,76
3/24/2014,24,March,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,26,3,9,119,78,197
3/24/2016,24,March,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,28,3,9,128,84,212
4/30/2014,30,April,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166
4/30/2014,30,April,2014,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,68,45,113
4/30/2016,30,April,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,22,3,9,100,66,166
4/30/2016,30,April,2016,36,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,59,39,98
8/7/2013,7,August,2013,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,3,4,10,13,12,25
8/7/2013,7,August,2013,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,30,4,10,132,120,252
8/7/2015,7,August,2015,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,4,4,10,18,16,34
8/7/2015,7,August,2015,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,28,4,10,123,112,235
2/3/2014,3,February,2014,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,79,72,151
2/3/2014,3,February,2014,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,119,108,227
2/3/2016,3,February,2016,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,75,68,143
2/3/2016,3,February,2016,37,Adults (35-64),F,Australia,Queensland,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,106,96,202
8/24/2013,24,August,2013,62,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,55,56,111
8/24/2013,24,August,2013,62,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,45,46,91
8/24/2015,24,August,2015,62,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,51,52,103
8/24/2015,24,August,2015,62,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,21,2,5,41,42,83
9/10/2013,10,September,2013,44,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,29,4,10,113,116,229
9/10/2015,10,September,2015,44,Adults (35-64),F,Australia,Victoria,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,101,104,205
8/24/2013,24,August,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,41,28,69
8/24/2013,24,August,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,5,4,10,30,20,50
8/24/2013,24,August,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,124,84,208
8/24/2013,24,August,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,106,72,178
8/24/2015,24,August,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,41,28,69
8/24/2015,24,August,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,35,24,59
8/24/2015,24,August,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,18,4,10,106,72,178
8/24/2015,24,August,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,100,68,168
10/7/2013,7,October,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,14,4,10,83,56,139
10/7/2013,7,October,2013,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,9,4,10,53,36,89
10/7/2015,7,October,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,16,4,10,94,64,158
10/7/2015,7,October,2015,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,41,28,69
3/10/2014,10,March,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,12,4,10,71,48,119
3/10/2016,10,March,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,11,4,10,65,44,109
4/19/2014,19,April,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,22,4,10,130,88,218
4/19/2014,19,April,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,17,4,10,100,68,168
4/19/2016,19,April,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,19,4,10,112,76,188
4/19/2016,19,April,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,89,60,149
6/25/2014,25,June,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,25,4,10,148,100,248
6/25/2014,25,June,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,2,4,10,12,8,20
6/25/2016,25,June,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,153,104,257
6/25/2016,25,June,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,1,4,10,6,4,10
7/23/2014,23,July,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,20,4,10,118,80,198
7/23/2014,23,July,2014,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,27,4,10,159,108,267
7/23/2016,23,July,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,21,4,10,124,84,208
7/23/2016,23,July,2016,18,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,24,4,10,142,96,238
9/13/2013,13,September,2013,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,15,10,25
9/13/2013,13,September,2013,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,12,8,20
9/13/2015,13,September,2015,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
9/13/2015,13,September,2015,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
10/22/2013,22,October,2013,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118
10/22/2015,22,October,2015,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,73,50,123
10/23/2013,23,October,2013,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
10/23/2015,23,October,2015,53,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5
